City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2108502,Honiara,20,SB,1593362319,94,-9.43,159.95,75.2,3.49
4362001,Mayo,20,US,1593361728,66,38.89,-76.51,86.0,3.36
609906,Fort-Shevchenko,57,KZ,1593362243,57,44.51,50.26,72.19,10.45
5301388,Lake Havasu City,1,US,1593362244,17,34.48,-114.32,91.4,18.34
2729907,Longyearbyen,75,SJ,1593362211,65,78.22,15.64,44.6,6.93
296852,Erzin,0,TR,1593362244,87,36.96,36.2,78.01,4.0
1529484,Kumul,0,CN,1593362244,15,42.8,93.45,86.83,22.48
1276870,Barpāli,99,IN,1593362244,67,21.2,83.58,83.62,7.83
5557293,Sitka,75,US,1593362320,81,57.05,-135.33,53.6,9.17
2026160,Borogontsy,28,RU,1593362244,59,62.67,131.17,64.22,1.28
2037886,Dandong,54,CN,1593362320,77,40.13,124.39,66.43,2.33
1526038,Atbasar,98,KZ,1593362245,85,51.8,68.33,58.05,17.45
2119283,Zyryanka,92,RU,1593362245,36,65.75,150.85,57.61,8.21
3571913,Marsh Harbour,33,BS,1593362114,67,26.54,-77.06,82.58,6.04
295277,Eilat,0,IL,1593362245,14,29.56,34.95,102.2,16.11
1513087,Nurota,0,UZ,1593361733,15,40.56,65.69,75.2,9.17
6167817,Torbay,90,CA,1593362114,82,47.67,-52.73,69.01,9.17
1262260,Nagapattinam,80,IN,1593362246,72,10.77,79.83,85.73,11.92
1512019,Aksarka,78,RU,1593361727,58,66.56,67.8,56.57,8.41
2450173,Taoudenni,0,ML,1593362246,4,22.68,-3.98,117.7,2.62
3408368,Acaraú,39,BR,1593362246,65,-2.89,-40.12,85.5,13.0
3899695,Ancud,90,CL,1593362216,100,-41.87,-73.82,46.0,4.7
2146219,Hervey Bay,37,AU,1593362213,93,-25.3,152.85,57.99,8.01
2219235,Ubari,0,LY,1593362211,13,26.59,12.78,97.95,12.84
1256826,Seoni,93,IN,1593362247,76,22.08,79.53,78.57,2.59
1489401,Toora-Khem,1,RU,1593362247,91,52.47,96.11,56.1,4.81
3369174,Calvinia,51,ZA,1593362247,77,-31.47,19.78,46.15,6.98
1317402,Kyaikkami,99,MM,1593362247,78,16.08,97.57,81.43,3.65
1812728,Dingzhou,90,CN,1593362247,94,38.51,115.0,69.8,2.24
2092164,Lorengau,94,PG,1593362323,78,-2.02,147.27,81.37,7.7
1790863,Ziyang,100,CN,1593362247,85,29.25,117.85,78.22,1.52
4031742,Egvekinot,100,RU,1593362248,94,66.32,-179.17,32.07,11.3
2027196,Balakhninskiy,90,RU,1593362248,66,58.01,114.28,62.01,3.38
3663516,Mâncio Lima,75,BR,1593362248,79,-7.61,-72.9,84.2,2.24
3986600,San Jeronimito,40,MX,1593362248,62,17.55,-101.33,87.8,6.22
1503153,Klyuchi,72,RU,1593362248,51,52.27,79.17,60.71,15.77
6646306,Dongzhen,84,CN,1593362248,87,22.38,110.94,76.75,2.68
2122262,Palana,73,RU,1593362248,82,59.12,159.97,45.84,13.96
3698304,Chimbote,50,PE,1593362249,68,-9.09,-78.58,69.03,10.67
709584,Druzhba,81,UA,1593362249,84,52.04,33.95,69.26,7.99
2447513,Arlit,0,NE,1593362249,7,18.74,7.39,105.69,17.49
1786657,Yinchuan,0,CN,1593362249,36,38.47,106.27,72.0,4.0
3691954,Sechura,52,PE,1593362249,59,-5.56,-80.82,73.94,7.02
3936456,Lima,90,PE,1593362249,82,-12.04,-77.03,62.6,2.24
1805733,Jinchang,0,CN,1593362250,22,38.5,102.17,74.07,5.44
935221,Saint-Paul,75,RE,1593362250,78,-21.01,55.27,71.6,12.75
2514301,Mahon,20,ES,1593362250,69,39.89,4.27,80.6,4.7
2643044,Margate,0,GB,1593362200,59,51.38,1.39,64.99,7.0
2037658,Dongfeng,46,CN,1593362250,70,42.64,125.51,64.0,7.27
1295765,Sittwe,94,MM,1593362250,83,20.15,92.9,82.06,6.29
1819729,Hong Kong,98,HK,1593362244,77,22.29,114.16,82.99,5.99
377472,Bentiu,94,SS,1593362251,61,9.23,29.83,81.93,2.95
2633982,Wick,100,GB,1593362251,100,58.43,-3.08,55.4,9.17
3720824,Miragoâne,78,HT,1593362251,69,18.44,-73.09,83.91,2.42
1650232,Banjar,40,ID,1593362223,100,-8.19,114.97,78.8,10.29
2013727,Vanavara,5,RU,1593362251,72,60.34,102.28,62.74,2.91
2028164,Deputatsky,28,RU,1593362326,87,69.3,139.9,53.91,6.08
3995236,Mulegé,0,MX,1593362251,42,26.88,-111.98,90.52,2.59
2191562,Dunedin,100,NZ,1593362326,88,-45.87,170.5,45.0,3.0
3137469,Sørland,37,NO,1593362252,82,67.67,12.69,57.2,12.75
2271968,Aljezur,1,PT,1593362252,57,37.32,-8.8,84.0,18.61
211647,Lodja,98,CD,1593362252,50,-3.48,23.43,81.95,1.79
2084442,Vanimo,100,PG,1593362231,83,-2.67,141.3,79.48,6.02
1540475,Turtas,70,RU,1593362252,93,58.94,69.13,50.16,6.6
3356213,Khorixas,0,NA,1593362252,31,-20.37,14.97,61.65,2.44
1790437,Zhuhai,20,CN,1593361966,83,22.28,113.57,88.0,10.29
1264037,Malpe,75,IN,1593362253,94,13.35,74.72,77.0,3.36
2013392,Vilyuysk,94,RU,1593362253,50,63.76,121.62,69.42,3.85
2094342,Kavieng,43,PG,1593362207,79,-2.57,150.8,82.45,12.1
2139521,Noumea,0,NC,1593362101,93,-22.28,166.46,64.99,2.24
3688451,Buenaventura,92,CO,1593362253,69,3.88,-77.03,84.94,2.91
1848976,Wajima,89,JP,1593362253,78,37.4,136.9,67.3,7.25
1264976,Leh,36,IN,1593361746,28,34.17,77.58,61.3,9.13
1337607,Kudahuvadhoo,2,MV,1593362328,78,2.67,72.89,83.88,11.59
3354077,Opuwo,0,NA,1593362254,26,-18.06,13.84,65.7,9.69
5808079,Redmond,98,US,1593361955,96,47.67,-122.12,55.99,3.6
1797264,Quzhou,100,CN,1593362254,81,28.96,118.87,79.56,3.4
86049,Jalu,0,LY,1593362233,18,29.03,21.55,92.82,11.07
4004886,Nogales,1,MX,1593361459,28,31.31,-110.94,82.4,14.99
1519030,Chu,20,KZ,1593362254,60,43.6,73.76,58.33,20.47
3870282,Talcahuano,90,CL,1593362254,100,-36.72,-73.12,53.6,12.75
5546220,Saint George,1,US,1593362241,18,37.1,-113.58,93.99,16.11
3394539,Montes Altos,75,BR,1593362255,41,-5.83,-47.07,95.0,5.82
2514651,Los Llanos de Aridane,75,ES,1593362329,73,28.66,-17.92,75.2,17.22
2276492,Harper,82,LR,1593361736,72,4.38,-7.72,79.14,11.95
2014624,Udachny,63,RU,1593362251,56,66.42,112.4,68.0,6.71
3402429,Caucaia,20,BR,1593362255,58,-3.74,-38.65,86.0,16.11
1489853,Tazovsky,94,RU,1593362330,96,67.47,78.7,54.43,11.59
2027296,Aykhal,67,RU,1593362330,56,66.0,111.5,68.0,6.71
471245,Vozhega,68,RU,1593362256,64,60.47,40.22,54.07,4.16
2122104,Petropavlovsk-Kamchatskiy,74,RU,1593362256,100,53.05,158.65,48.2,4.47
2030065,Mandalgovi,55,MN,1593362256,59,45.76,106.27,61.83,17.52
3394023,Natal,75,BR,1593362256,66,-5.79,-35.21,86.0,10.29
1729909,Awallan,100,PH,1593362256,87,17.92,121.91,76.77,2.04
2246901,Oussouye,40,SN,1593362256,74,12.48,-16.55,93.2,6.93
2460954,Araouane,22,ML,1593362257,7,18.9,-3.53,112.1,4.32
3984997,San Quintín,97,MX,1593362331,68,30.48,-115.95,67.48,6.76
3838874,Río Cuarto,37,AR,1593362257,28,-33.13,-64.35,57.2,23.04
468747,Yashkul',0,RU,1593362257,24,46.17,45.34,82.99,9.48
1695180,Simbahan,100,PH,1593362257,68,6.3,120.58,83.03,3.94
6067472,Marystown,100,CA,1593362257,81,47.17,-55.15,63.55,7.94
601551,Akdepe,100,TM,1593362257,29,42.06,59.38,80.6,6.93
1801983,Luocheng,100,CN,1593362258,86,29.38,104.03,73.6,0.92
699963,Nyzhnya Duvanka,100,UA,1593362258,75,49.58,38.17,73.35,4.9
2136825,Isangel,43,VU,1593362209,81,-19.55,169.27,69.55,10.63
4033557,Tautira,20,PF,1593362332,83,-17.73,-149.15,69.8,2.24
3440777,Rocha,46,UY,1593362332,71,-34.48,-54.33,53.62,6.02
1528998,Yumen,0,CN,1593362259,30,40.28,97.2,70.88,14.56
3394813,Mirador,0,BR,1593362259,39,-6.37,-44.36,91.33,7.96
4726206,San Antonio,90,US,1593362073,74,29.42,-98.49,84.2,16.11
2294915,Takoradze,55,GH,1593362333,84,4.88,-1.76,78.15,13.15
2455290,Kidal,16,ML,1593362259,7,18.44,1.41,108.59,15.75
2386756,Gamboula,99,CF,1593362259,94,4.12,15.14,72.88,2.75
4161187,Lake City,40,US,1593362056,66,30.19,-82.64,89.6,4.7
139817,Bushehr,0,IR,1593362260,62,28.97,50.84,89.6,4.7
6453316,Tromsø,36,NO,1593362260,71,69.65,18.96,51.8,6.93
1337605,Mahibadhoo,4,MV,1593361742,77,3.78,72.97,83.93,13.73
1489656,Teya,67,RU,1593362216,84,60.38,92.63,62.74,9.55
3441292,Paso de Carrasco,75,UY,1593362334,71,-34.86,-56.05,54.0,3.36
3515473,Tlacotepec (San Mateo),6,MX,1593362260,58,20.07,-97.87,77.38,6.71
3395458,Maragogi,41,BR,1593362310,81,-9.01,-35.22,78.57,12.46
1797117,Rongcheng,100,CN,1593362261,87,30.63,117.85,78.58,4.05
2997556,Lormont,90,FR,1593362261,64,44.88,-0.52,78.01,11.41
1633419,Padang,27,ID,1593362335,78,-0.95,100.35,78.93,3.4
2334802,Katsina,61,NG,1593362261,21,12.99,7.6,98.33,5.97
2280743,Tiébissou,75,CI,1593362261,70,7.16,-5.23,86.0,4.7
1788852,Xining,12,CN,1593362261,49,36.62,101.77,57.74,2.21
3616594,San Rafael del Sur,75,NI,1593362262,70,11.85,-86.44,84.2,11.41
3380290,Sinnamary,33,GF,1593362206,78,5.38,-52.95,82.85,3.47
1495626,Pangody,95,RU,1593362262,90,65.85,74.49,51.39,12.19
1254709,Tezu,37,IN,1593362262,75,27.92,96.17,75.67,2.8
2282006,San-Pédro,61,CI,1593362336,75,4.75,-6.64,78.57,12.03
5367788,Lompoc,100,US,1593362228,93,34.64,-120.46,59.0,8.05
2156643,Mount Gambier,41,AU,1593362336,93,-37.83,140.77,41.0,9.17
1067565,Beloha,0,MG,1593362262,91,-25.17,45.05,65.61,2.66
1516438,Zyryanovsk,100,KZ,1593362263,61,49.74,84.27,53.46,1.57
1802204,Luancheng,90,CN,1593362263,94,37.88,114.65,69.8,2.24
543396,Koygorodok,90,RU,1593362263,90,60.45,51.0,47.68,5.79
1220888,Obigarm,0,TJ,1593362263,37,38.72,69.71,56.93,6.53
1808106,Hongjiang,100,CN,1593362263,80,27.11,110.0,79.05,5.1
3451399,Ribas do Rio Pardo,91,BR,1593362263,69,-20.44,-53.76,72.86,5.19
5391959,San Francisco,75,US,1593362217,67,37.77,-122.42,60.01,16.11
3374083,Bathsheba,40,BB,1593362337,70,13.22,-59.52,87.8,13.87
2012956,Yerbogachën,32,RU,1593362264,71,61.28,108.01,63.37,4.88
3144987,Beisfjord,89,NO,1593362264,52,68.38,17.6,68.0,17.22
2155742,Narrabri,0,AU,1593362264,75,-30.32,149.78,46.4,2.24
3374333,Praia,20,CV,1593362201,55,14.92,-23.51,86.0,18.34
6612251,Tournon-sur-Rhône,12,FR,1593362264,38,45.07,4.83,89.6,4.7
5690532,Minot,75,US,1593362022,78,48.23,-101.3,78.8,10.29
1004109,Fochville,0,ZA,1593362265,45,-26.49,27.49,53.01,4.29
3406545,Balsas,2,BR,1593362265,28,-7.53,-46.04,94.05,7.49
1293625,Dawei,99,MM,1593362265,85,14.08,98.2,78.19,2.35
3470177,Bela Vista,13,BR,1593362265,57,-22.11,-56.52,76.21,4.41
3628473,San Cristobal,40,VE,1593362338,45,7.77,-72.22,87.8,20.8
1625929,Sungai Penuh,54,ID,1593362265,93,-2.08,101.38,65.46,2.8
1168312,Pasni,45,PK,1593362266,85,25.26,63.47,84.56,14.5
2538474,Rabat,40,MA,1593362266,78,33.99,-6.84,75.2,11.41
703328,Lazeshchyna,92,UA,1593362266,83,48.27,24.42,68.7,3.47
2173911,Broken Hill,17,AU,1593362266,69,-31.95,141.43,39.2,8.05
4976361,Raymond,55,US,1593362266,57,43.9,-70.47,82.0,1.99
64435,Berbera,25,SO,1593362266,36,10.44,45.01,97.47,19.77
6620339,Karratha,9,AU,1593362340,53,-20.74,116.85,66.67,2.42
1507116,Dudinka,55,RU,1593362267,56,69.41,86.18,71.6,13.42
5847411,Kahului,20,US,1593362340,73,20.89,-156.47,73.0,5.28
3372472,Vila Franca do Campo,40,PT,1593362340,83,37.72,-25.43,71.6,9.17
364027,Wagar,73,SD,1593362267,13,16.15,36.2,99.12,6.38
2259655,Impfondo,98,CG,1593362267,68,1.64,18.07,80.53,2.51
4409896,Springfield,75,US,1593361590,65,37.22,-93.3,84.99,11.41
2400547,Gamba,29,GA,1593362267,78,-2.65,10.0,74.28,8.48
6542143,Ciriè,40,IT,1593362267,48,45.24,7.6,87.01,3.36
1161724,Chabahar,21,IR,1593362268,84,25.29,60.64,85.78,10.09
935214,Saint-Pierre,37,RE,1593362268,83,-21.34,55.48,69.8,4.7
1162589,Warah,1,PK,1593362268,23,27.45,67.8,104.77,10.92
1630789,Pontianak,49,ID,1593362268,84,-0.03,109.33,75.51,3.67
1710806,Inawayan,90,PH,1593362268,100,6.96,125.47,75.2,2.24
2013639,Verkhnevilyuysk,66,RU,1593362268,54,63.45,120.32,67.64,1.99
2172797,Cairns,75,AU,1593362126,83,-16.92,145.77,69.8,8.05
2016910,Severobaykal'sk,1,RU,1593362269,70,55.65,109.32,56.41,2.59
1568574,Qui Nhon,100,VN,1593362269,76,13.77,109.23,82.49,4.56
4057835,Cullman,1,US,1593362269,66,34.17,-86.84,84.99,6.93
3408424,Ipixuna,40,BR,1593362269,62,-1.76,-48.8,87.8,11.41
2745088,Wageningen,90,NL,1593362269,52,51.97,5.67,72.0,11.41
2229798,Kousséri,40,CM,1593362269,31,12.08,15.03,100.4,3.36
3372783,Ponta Delgada,40,PT,1593362269,83,37.73,-25.67,71.6,9.17
3663684,Lábrea,94,BR,1593362270,42,-7.26,-64.8,93.38,4.59
3451138,Rio Grande,2,BR,1593362270,51,-32.03,-52.1,60.8,2.24
1282931,Patan,75,NP,1593362270,100,27.67,85.33,71.6,3.02
4566208,Maunabo,100,PR,1593362145,73,18.01,-65.9,90.0,8.01
1497543,Nizhnevartovsk,20,RU,1593362270,82,60.93,76.55,59.0,13.42
2436400,Ati,67,TD,1593362270,24,13.22,18.34,100.04,7.34
2618795,Klaksvík,96,FO,1593362343,93,62.23,-6.59,55.4,18.34
2299625,Kintampo,51,GH,1593362271,70,8.06,-1.73,83.68,4.54
2014836,Tupik,8,RU,1593362343,84,54.43,119.93,53.69,1.48
780687,Berlevåg,83,NO,1593362343,79,70.86,29.09,43.68,7.54
1214488,Meulaboh,98,ID,1593362344,85,4.14,96.13,78.62,4.09
472878,Vokhtoga,39,RU,1593362271,69,58.81,41.05,53.73,4.36
5153420,Euclid,20,US,1593362062,60,41.59,-81.53,79.0,5.82
3983805,Santa Rosalía,0,MX,1593362271,45,27.32,-112.28,86.9,3.49
1485997,Yeniseysk,60,RU,1593362271,57,58.45,92.17,63.77,6.91
4033375,Tevaitoa,52,PF,1593362272,76,-16.78,-151.5,76.5,23.67
2208032,Tauranga,4,NZ,1593362272,93,-37.69,176.17,48.0,1.99
904422,Mumbwa,2,ZM,1593362272,32,-14.98,27.06,66.49,3.13
3699364,Bellavista,20,PE,1593362272,62,-7.06,-76.59,86.0,3.36
2647356,Hastings,1,GB,1593362140,55,50.86,0.57,66.99,5.99
5972762,Hay River,75,CA,1593362345,66,60.82,-115.8,55.4,5.82
3897347,Calama,79,CL,1593362006,10,-22.47,-68.93,64.4,16.11
3397763,Jacareacanga,0,BR,1593362272,36,-6.22,-57.75,94.91,4.41
2178753,Kirakira,24,SB,1593362272,82,-10.45,161.92,79.11,5.44
3347019,Mossamedes,0,AO,1593362345,69,-15.2,12.15,69.46,7.45
779350,Karasjok,59,NO,1593362345,66,69.47,25.51,51.8,17.22
2234865,Bangangté,100,CM,1593362273,100,5.14,10.52,65.7,3.71
1173464,Kohlu,5,PK,1593362273,17,29.9,69.25,93.0,10.49
3079348,Bílina,87,CZ,1593362273,64,50.55,13.78,84.0,8.01
1280037,Shache,100,CN,1593362209,37,38.42,77.24,64.98,15.23
4722062,Redwater,75,US,1593362273,70,33.36,-94.25,84.99,8.05
1486321,Yar-Sale,83,RU,1593362346,66,66.83,70.83,51.66,5.21
478050,Ust'-Kulom,91,RU,1593362274,82,61.69,53.69,45.97,7.09
3671437,Caucayá,28,CO,1593362205,50,-0.19,-74.78,89.64,2.53
2214846,Misratah,0,LY,1593362346,51,32.38,15.09,80.17,16.91
697593,Pervomays'k,47,UA,1593362274,62,48.04,30.85,79.2,6.51
3386931,Tamandaré,57,BR,1593362274,82,-8.76,-35.1,77.85,11.59
3393115,Paracuru,0,BR,1593362274,72,-3.41,-39.03,81.0,20.0
